SubjectNumber,SessionNumber,SOA,PrimeCondition,Accuracy,Mean RT,StDev RT
35,2,200,first associate related,1.00,534.54,93.63
35,2,200,other associate related,1.00,547.44,106.94
35,2,200,first associate unrelated,0.98,605.18,122.18
35,2,200,other associate unrelated,0.90,591.26,135.03
35,2,1200,first associate related,0.98,618.67,136.92
35,2,1200,other associate related,0.94,642.88,134.78
35,2,1200,first associate unrelated,0.98,640.10,117.70
35,2,1200,other associate unrelated,0.96,651.02,147.61
36,1,200,first associate related,0.96,514.61,59.66
36,1,200,other associate related,0.98,554.49,128.26
36,1,200,first associate unrelated,0.98,546.48,76.65
36,1,200,other associate unrelated,0.83,529.77,118.13
36,1,1200,first associate related,0.98,514.69,138.38
36,1,1200,other associate related,0.86,524.20,93.81
36,1,1200,first associate unrelated,0.92,558.65,115.67
36,1,1200,other associate unrelated,0.83,555.88,118.58
36,2,200,first associate related,0.96,564.90,139.24
36,2,200,other associate related,0.90,536.83,108.22
36,2,200,first associate unrelated,0.90,573.68,99.44
36,2,200,other associate unrelated,0.98,581.02,124.35
36,2,1200,first associate related,0.96,678.62,159.89
36,2,1200,other associate related,0.98,723.50,252.04
36,2,1200,first associate unrelated,0.98,701.82,188.99
36,2,1200,other associate unrelated,0.94,739.65,206.34
37,1,200,first associate related,0.96,603.96,111.83
37,1,200,other associate related,1.00,669.06,185.94
37,1,200,first associate unrelated,0.98,655.78,161.24
37,1,200,other associate unrelated,0.96,674.50,164.45
37,1,1200,first associate related,0.98,1034.25,389.55
37,1,1200,other associate related,0.96,1056.96,453.30
37,1,1200,first associate unrelated,0.96,1060.74,483.08
37,1,1200,other associate unrelated,0.98,1071.06,418.33
37,2,200,first associate related,0.96,923.12,283.13
37,2,200,other associate related,1.00,935.50,351.50
37,2,200,first associate unrelated,0.88,936.85,282.35
37,2,200,other associate unrelated,0.98,928.08,333.94
37,2,1200,first associate related,0.94,1030.96,269.90
37,2,1200,other associate related,0.98,1003.29,218.07
37,2,1200,first associate unrelated,0.96,969.82,212.61
37,2,1200,other associate unrelated,0.98,976.24,323.04
38,1,200,first associate related,1.00,787.67,159.46
38,1,200,other associate related,1.00,754.04,156.91
38,1,200,first associate unrelated,1.00,796.27,176.44
38,1,200,other associate unrelated,0.98,797.59,187.51
38,1,1200,first associate related,1.00,770.60,175.30
38,1,1200,other associate related,1.00,806.98,172.08
38,1,1200,first associate unrelated,1.00,856.82,214.64
38,1,1200,other associate unrelated,1.00,800.67,160.06
38,2,200,first associate related,1.00,766.42,159.77
38,2,200,other associate related,1.00,804.06,216.56
38,2,200,first associate unrelated,0.98,793.35,214.09
38,2,200,other associate unrelated,0.98,788.29,202.97
38,2,1200,first associate related,0.98,738.44,140.28
38,2,1200,other associate related,0.98,773.75,163.34
38,2,1200,first associate unrelated,1.00,760.33,146.10
38,2,1200,other associate unrelated,1.00,733.50,153.16
39,1,200,first associate related,0.98,803.70,230.36
39,1,200,other associate related,0.96,787.64,163.97
39,1,200,first associate unrelated,1.00,778.85,258.61
39,1,200,other associate unrelated,1.00,765.31,195.09
39,1,1200,first associate related,1.00,933.48,221.25
39,1,1200,other associate related,0.98,954.49,237.99
39,1,1200,first associate unrelated,0.98,956.22,175.99
39,1,1200,other associate unrelated,1.00,944.12,211.25
39,2,200,first associate related,1.00,810.67,197.01
39,2,200,other associate related,1.00,802.00,280.89
39,2,200,first associate unrelated,0.98,780.51,202.00
39,2,200,other associate unrelated,1.00,840.19,201.28
39,2,1200,first associate related,0.96,889.74,268.00
39,2,1200,other associate related,1.00,879.10,248.83
39,2,1200,first associate unrelated,1.00,881.67,275.76
39,2,1200,other associate unrelated,1.00,883.40,262.76
40,1,200,first associate related,1.00,604.52,143.30
40,1,200,other associate related,1.00,589.85,82.38
40,1,200,first associate unrelated,0.98,630.24,103.33
40,1,200,other associate unrelated,1.00,666.13,147.97
40,1,1200,first associate related,0.98,660.43,141.52
40,1,1200,other associate related,1.00,679.71,226.17
40,1,1200,first associate unrelated,1.00,683.72,174.02
40,1,1200,other associate unrelated,0.98,680.12,153.49
40,2,200,first associate related,0.98,618.84,179.14
40,2,200,other associate related,0.96,596.96,175.95
40,2,200,first associate unrelated,1.00,610.62,163.23
40,2,200,other associate unrelated,0.98,632.65,179.99
40,2,1200,first associate related,1.00,600.92,155.81
40,2,1200,other associate related,0.96,596.24,161.63
40,2,1200,first associate unrelated,0.96,639.54,156.58
40,2,1200,other associate unrelated,0.98,616.06,146.50
41,1,200,first associate related,1.00,781.53,177.40
41,1,200,other associate related,0.98,747.06,184.10
41,1,200,first associate unrelated,0.98,805.18,234.65
41,1,200,other associate unrelated,0.92,793.48,175.21
41,1,1200,first associate related,0.98,758.00,248.46
41,1,1200,other associate related,1.00,734.60,175.08
41,1,1200,first associate unrelated,0.96,745.54,178.60
41,1,1200,other associate unrelated,0.98,753.38,206.71
41,2,200,first associate related,0.98,639.76,123.01
41,2,200,other associate related,1.00,667.65,169.03
41,2,200,first associate unrelated,0.98,691.48,164.02
41,2,200,other associate unrelated,0.96,676.12,137.41
41,2,1200,first associate related,0.96,640.92,126.38
41,2,1200,other associate related,0.98,702.29,165.47
41,2,1200,first associate unrelated,0.98,697.75,232.98
41,2,1200,other associate unrelated,0.94,642.78,134.45
42,1,200,first associate related,0.98,530.18,97.91
42,1,200,other associate related,0.98,501.53,91.41
42,1,200,first associate unrelated,1.00,560.88,127.15
42,1,200,other associate unrelated,0.96,529.31,81.83
42,1,1200,first associate related,0.98,532.96,122.95
42,1,1200,other associate related,1.00,551.63,121.02
42,1,1200,first associate unrelated,0.98,523.00,100.65
42,1,1200,other associate unrelated,0.96,522.16,78.68
42,2,200,first associate related,1.00,532.52,145.06
42,2,200,other associate related,0.96,495.88,91.60
42,2,200,first associate unrelated,0.96,513.86,117.36
42,2,200,other associate unrelated,0.94,504.71,76.61
42,2,1200,first associate related,0.96,490.61,100.63
42,2,1200,other associate related,0.98,502.51,86.84
42,2,1200,first associate unrelated,0.98,540.33,130.28
42,2,1200,other associate unrelated,0.98,495.55,92.72
43,1,200,first associate related,0.94,798.02,210.43
43,1,200,other associate related,0.94,808.31,323.37
43,1,200,first associate unrelated,0.96,814.26,327.07
43,1,200,other associate unrelated,0.98,837.51,238.86
43,1,1200,first associate related,0.79,935.83,365.69
43,1,1200,other associate related,0.92,1061.54,522.34
43,1,1200,first associate unrelated,0.85,1144.34,641.93
43,1,1200,other associate unrelated,0.81,1120.67,664.09
43,2,200,first associate related,0.91,857.56,385.43
43,2,200,other associate related,0.90,887.51,417.35
43,2,200,first associate unrelated,0.96,766.24,241.81
43,2,200,other associate unrelated,0.94,731.67,181.10
43,2,1200,first associate related,0.90,812.17,292.14
43,2,1200,other associate related,0.96,828.27,323.25
43,2,1200,first associate unrelated,0.92,1002.73,563.93
43,2,1200,other associate unrelated,0.90,1062.79,489.82
44,1,200,first associate related,0.98,681.22,213.43
44,1,200,other associate related,0.92,619.44,175.33
44,1,200,first associate unrelated,0.92,718.96,284.15
44,1,200,other associate unrelated,0.96,653.00,185.56
44,1,1200,first associate related,0.96,568.16,196.87
44,1,1200,other associate related,0.94,592.63,131.70
44,1,1200,first associate unrelated,0.90,588.26,109.37
44,1,1200,other associate unrelated,0.94,614.67,152.61
44,2,200,first associate related,0.92,572.56,130.89
44,2,200,other associate related,1.00,604.21,216.95
44,2,200,first associate unrelated,0.94,613.57,205.55
44,2,200,other associate unrelated,0.90,670.74,369.64
44,2,1200,first associate related,0.96,550.70,122.69
44,2,1200,other associate related,0.81,580.21,134.17
44,2,1200,first associate unrelated,0.96,599.62,132.92
44,2,1200,other associate unrelated,0.94,613.63,167.86
45,1,200,first associate related,1.00,593.73,139.35
45,1,200,other associate related,0.98,597.39,133.04
45,1,200,first associate unrelated,0.98,683.53,315.71
45,1,200,other associate unrelated,1.00,641.42,161.77
45,1,1200,first associate related,1.00,603.96,113.30
45,1,1200,other associate related,1.00,660.09,193.37
45,1,1200,first associate unrelated,0.98,650.72,212.99
45,1,1200,other associate unrelated,0.96,612.60,101.33
45,2,200,first associate related,0.98,628.14,263.87
45,2,200,other associate related,0.96,632.36,190.19
45,2,200,first associate unrelated,1.00,636.04,154.65
45,2,200,other associate unrelated,1.00,592.81,122.53
45,2,1200,first associate related,0.98,628.27,206.44
45,2,1200,other associate related,0.98,641.31,128.13
45,2,1200,first associate unrelated,1.00,678.17,146.41
45,2,1200,other associate unrelated,0.96,715.14,229.31
46,1,200,first associate related,0.96,884.82,216.99
46,1,200,other associate related,0.98,894.55,246.74
46,1,200,first associate unrelated,0.90,876.21,186.63
46,1,200,other associate unrelated,0.98,914.54,257.66
46,1,1200,first associate related,0.94,881.78,355.46
46,1,1200,other associate related,0.94,821.27,205.01
46,1,1200,first associate unrelated,0.92,900.00,228.64
46,1,1200,other associate unrelated,0.96,838.88,167.13
46,2,200,first associate related,0.92,704.65,246.85
46,2,200,other associate related,0.92,644.96,115.24
46,2,200,first associate unrelated,0.87,752.42,214.79
46,2,200,other associate unrelated,0.92,674.15,158.32
46,2,1200,first associate related,0.96,729.70,234.82
46,2,1200,other associate related,0.94,722.59,215.83
46,2,1200,first associate unrelated,0.88,721.91,263.75
46,2,1200,other associate unrelated,0.92,702.52,191.65
47,1,200,first associate related,0.94,638.53,360.21
47,1,200,other associate related,0.94,582.88,194.93
47,1,200,first associate unrelated,0.98,655.65,305.64
47,1,200,other associate unrelated,0.90,601.36,245.85
47,1,1200,first associate related,0.92,640.90,277.65
47,1,1200,other associate related,0.88,691.15,315.38
47,1,1200,first associate unrelated,0.90,724.34,431.53
47,1,1200,other associate unrelated,0.90,675.94,323.87
47,2,200,first associate related,0.92,930.92,399.37
47,2,200,other associate related,0.90,853.38,376.39
47,2,200,first associate unrelated,0.94,857.84,409.17
47,2,200,other associate unrelated,0.96,884.74,401.58
47,2,1200,first associate related,0.90,802.40,293.33
47,2,1200,other associate related,0.92,816.17,259.54
47,2,1200,first associate unrelated,0.94,928.16,405.43
47,2,1200,other associate unrelated,0.94,883.21,312.79
48,1,200,first associate related,1.00,553.06,101.94
48,1,200,other associate related,1.00,598.83,153.53
48,1,200,first associate unrelated,0.98,601.14,129.64
48,1,200,other associate unrelated,1.00,608.19,159.08
48,1,1200,first associate related,1.00,530.71,124.23
48,1,1200,other associate related,0.98,563.37,102.02
48,1,1200,first associate unrelated,0.94,538.69,71.29
48,1,1200,other associate unrelated,0.94,568.06,94.05
48,2,200,first associate related,1.00,610.63,202.75
48,2,200,other associate related,0.98,607.53,168.38
48,2,200,first associate unrelated,0.98,665.67,195.99
48,2,200,other associate unrelated,0.98,706.92,285.08
48,2,1200,first associate related,1.00,576.54,102.86
48,2,1200,other associate related,1.00,601.02,157.29
48,2,1200,first associate unrelated,0.98,614.61,157.35
48,2,1200,other associate unrelated,0.92,599.29,119.80
49,1,200,first associate related,0.98,616.88,134.70
49,1,200,other associate related,0.94,659.37,186.62
49,1,200,first associate unrelated,0.98,655.41,150.17
49,1,200,other associate unrelated,0.91,649.40,182.92
49,1,1200,first associate related,0.96,706.84,157.11
49,1,1200,other associate related,0.98,705.10,219.73
49,1,1200,first associate unrelated,0.98,745.48,171.44
49,1,1200,other associate unrelated,0.98,767.80,188.85
49,2,200,first associate related,1.00,634.87,126.96
49,2,200,other associate related,0.96,707.86,272.10
49,2,200,first associate unrelated,0.94,690.45,322.24
49,2,200,other associate unrelated,0.92,664.73,126.14
49,2,1200,first associate related,0.92,896.22,246.30
49,2,1200,other associate related,0.98,863.46,282.71
49,2,1200,first associate unrelated,0.90,844.91,246.32
49,2,1200,other associate unrelated,0.96,928.02,242.91
50,1,200,first associate related,1.00,888.57,351.44
50,1,200,other associate related,0.98,894.06,348.36
50,1,200,first associate unrelated,0.94,848.45,279.58
50,1,200,other associate unrelated,0.98,819.90,282.15
50,1,1200,first associate related,0.98,726.45,352.71
50,1,1200,other associate related,0.98,733.80,214.39
50,1,1200,first associate unrelated,0.96,763.20,284.91
50,1,1200,other associate unrelated,0.92,702.10,163.21
50,2,200,first associate related,0.98,721.70,228.79
50,2,200,other associate related,0.98,796.24,364.68
50,2,200,first associate unrelated,0.96,746.92,175.10
50,2,200,other associate unrelated,0.96,748.12,310.59
50,2,1200,first associate related,1.00,754.19,269.41
50,2,1200,other associate related,0.98,714.35,229.11
50,2,1200,first associate unrelated,0.90,765.57,257.94
50,2,1200,other associate unrelated,0.96,810.76,253.72
51,1,200,first associate related,1.00,497.69,94.90
51,1,200,other associate related,0.98,518.46,102.79
51,1,200,first associate unrelated,0.98,535.16,111.24
51,1,200,other associate unrelated,0.96,524.74,93.88
51,1,1200,first associate related,0.98,532.58,102.18
51,1,1200,other associate related,1.00,538.98,81.16
51,1,1200,first associate unrelated,0.98,576.88,117.03
51,1,1200,other associate unrelated,0.98,547.29,66.11
51,2,200,first associate related,0.96,543.20,100.28
51,2,200,other associate related,1.00,535.96,76.64
51,2,200,first associate unrelated,0.96,569.64,135.93
51,2,200,other associate unrelated,0.98,561.76,96.76
51,2,1200,first associate related,0.98,543.61,88.17
51,2,1200,other associate related,1.00,566.92,80.44
51,2,1200,first associate unrelated,1.00,581.87,133.11
51,2,1200,other associate unrelated,0.98,556.22,70.69
52,1,200,first associate related,1.00,878.44,256.72
52,1,200,other associate related,0.98,829.04,222.80
52,1,200,first associate unrelated,0.98,871.39,218.29
52,1,200,other associate unrelated,0.98,846.98,251.08
52,1,1200,first associate related,1.00,762.00,225.53
52,1,1200,other associate related,1.00,764.25,258.58
52,1,1200,first associate unrelated,1.00,793.15,298.12
52,1,1200,other associate unrelated,0.98,778.82,235.53
52,2,200,first associate related,1.00,993.12,271.00
52,2,200,other associate related,1.00,1008.08,299.69
52,2,200,first associate unrelated,0.98,977.88,272.66
52,2,200,other associate unrelated,0.98,1085.12,311.46
52,2,1200,first associate related,1.00,916.65,232.86
52,2,1200,other associate related,1.00,838.40,189.99
52,2,1200,first associate unrelated,0.98,864.31,167.49
52,2,1200,other associate unrelated,0.96,942.94,233.95
53,1,200,first associate related,0.96,508.46,78.59
53,1,200,other associate related,0.98,531.29,89.04
53,1,200,first associate unrelated,0.98,530.92,73.91
53,1,200,other associate unrelated,0.90,544.30,99.54
53,1,1200,first associate related,0.96,575.82,146.43
53,1,1200,other associate related,0.92,573.96,130.42
53,1,1200,first associate unrelated,1.00,605.38,115.31
53,1,1200,other associate unrelated,0.96,582.26,145.20
53,2,200,first associate related,1.00,521.90,97.33
53,2,200,other associate related,0.98,498.10,89.29
53,2,200,first associate unrelated,0.94,527.21,138.64
